pullSeqNo,producedFrameNumber,pullAtNs,latencyNs
84,87,27627216758791,19989583
85,88,27627261911916,31729083
86,89,27627266886500,3445334
87,90,27627305904708,9169583
88,91,27627349867666,19733541
89,92,27627394929041,31408375
90,93,27627400014500,3223000
91,94,27627439202958,9553917
92,95,27627482919625,19511500
93,96,27627527949541,31635708
94,97,27627532962416,2837875
95,98,27627572752291,9329208
96,99,27627616367666,19604083
97,100,27627661265708,31182417
98,101,27627666248625,2806667
99,102,27627705769750,9053750
100,103,27627749971333,19807917
101,104,27627794639291,31120583
102,105,27627799630583,3315167
103,106,27627839688208,9600500
104,107,27627883738625,20320250
105,108,27627928335250,31508000
106,109,27627933308125,3034167
107,110,27627973103041,9676083
108,111,27628016605958,19846958
109,112,27628061448083,31353250
110,113,27628066490416,3014791
111,114,27628105763333,9042375
112,115,27628149298916,19224166
113,116,27628193082625,29523625
114,117,27628198097666,1891875
115,118,27628237135250,7036375
116,119,27628281539291,19066250
117,120,27628325330291,28634000
118,121,27628330399291,227000
119,122,27628370586000,7155000
120,123,27628414509083,17640958
121,124,27628458329833,28255167
122,124,27628463370041,33295375
123,126,27628503551208,6774208
124,127,27628548102291,18505458
125,128,27628592262708,28779000
126,129,27628597226208,415625
127,130,27628637098416,7672666
128,131,27628682276083,18868375
129,132,27628726063375,29336959
130,133,27628730991041,912541
131,134,27628771018250,7572750
132,135,27628814353833,17612583
133,136,27628858070250,28013000
134,136,27628863019833,32962583
135,138,27628902710000,5950125
136,139,27628947585708,17294958
137,140,27628991348916,27866583
138,140,27628996225416,32743083
139,142,27629036661166,6588208
140,143,27629080995291,17371916
141,144,27629124790333,27974583
142,144,27629129789333,32973583
143,146,27629169984833,6609458
144,147,27629214977208,18131208
145,148,27629258236666,28102041
146,148,27629263313625,33179000
147,150,27629303452291,6710916
148,151,27629348493833,18390083
149,152,27629391956833,28482083
150,153,27629418529250,21750250
151,153,27629423470500,26691500
152,155,27629489144458,25686333
153,155,27629494044125,30586000
154,157,27629532668500,2620875
155,158,27629576543166,13609375
156,159,27629621148583,24362542
157,161,27629665224541,1842833
158,161,27629670101875,6720167
159,162,27629709319458,13051625
160,163,27629753880541,23747416
161,165,27629806230333,9513500
162,165,27629811148208,14431375
163,166,27629849898500,19789459
164,167,27629895671458,32229583
165,168,27629900676541,3745208
166,169,27629939883791,9812250
167,170,27629971198625,7764542
168,171,27630010561250,13828917
169,172,27630055638250,25501542
170,174,27630106583208,9835833
171,175,27630150565875,20464125
172,176,27630193843416,30392625
173,177,27630198878625,2088334
174,178,27630238341833,8949417
175,179,27630282387500,18955584
176,180,27630326638041,29839041
177,181,27630331620375,1507375
178,182,27630371485458,8066083
179,183,27630415052958,18311500
180,184,27630458925208,28754250
181,185,27630463973500,417125
182,186,27630504095375,7352750
183,187,27630548837916,19332375
184,188,27630592257458,29314542
185,189,27630597210791,408875
186,190,27630637024750,6930750
187,191,27630689621458,26178417
188,191,27630694475583,31032542
189,193,27630733614458,3572792
190,194,27630779214708,15759208
191,195,27630823845208,27882042
192,197,27630867628875,4212042
193,198,27630912355750,15555292
194,199,27630956782083,26699125
195,201,27631000963041,4190583
196,202,27631045708750,15568209
197,203,27631090083666,27256458
198,205,27631132593916,2511166
199,206,27631176498541,13051666
200,207,27631221207083,24911417
201,209,27631265915000,2506167
202,209,27631270890166,7481333
203,210,27631310035750,13240000
204,211,27631354725916,25496791
205,213,27631399519750,3020000
206,213,27631404513375,8013625
207,214,27631443761666,13666333
208,215,27631488541041,25078250
209,217,27631532358541,2323166
210,217,27631537329708,7294333
211,218,27631576378125,12940334
212,219,27631621546916,25252541
213,221,27631666353916,3170833
214,221,27631671341833,8158750
215,222,27631710408000,13607834
216,223,27631754578250,24438125
217,225,27631798357458,1621292
218,225,27631823334375,26598209
219,225,27631828140291,31404125
220,227,27631866618000,3195792
221,228,27631910413708,13661667
222,229,27631941296625,12155792
223,230,27631980763250,17182292
224,231,27632024778333,27965667
225,231,27632029782708,32970042
226,233,27632068897708,5482958
227,234,27632114049500,17266084
228,235,27632156978875,26893250
229,236,27632182744625,19364959
230,236,27632187606958,24227292
231,238,27632231047666,1996916
232,239,27632271045666,8618500
233,240,27632302123875,5367375
234,241,27632341387041,11778625
235,242,27632385493375,22055250
236,244,27632430216916,101375
237,244,27632435211708,5096167
238,245,27632474533291,12055375
239,246,27632518789666,22318291
240,248,27632563601750,184834
241,248,27632568590541,5173625
242,249,27632608911875,13028250
243,250,27632653229833,23544750
244,252,27632698557166,1798958
245,252,27632724015791,27257583
246,253,27632750244375,20883792
247,253,27632755156750,25796167
248,255,27632820196833,23514792
249,255,27632825073708,28391667
250,257,27632869910166,6527208
251,258,27632909036416,12273208
252,259,27632952773833,22673500
253,261,27632997502541,752166
254,261,27633002493916,5743541
255,262,27633041446458,11393375
256,263,27633085548791,22080541
257,265,27633130811625,723417
258,265,27633135785375,5697167
259,266,27633174900125,11506542
260,267,27633219168166,22362458
261,269,27633264381875,975167
262,269,27633269369541,5962833
263,270,27633308952416,12226750
264,271,27633352614166,22485625
265,273,27633397163291,397750
266,273,27633402095500,5329959
267,274,27633441778541,11686583
268,275,27633485666166,22189208
269,277,27633530428375,375584
270,277,27633556932791,26880000
271,278,27633582275708,19159750
272,278,27633587201375,24085417
273,280,27633631083791,1478250
274,281,27633671370541,8448458
275,282,27633716101583,19359125
276,283,27633759783875,30026750
277,284,27633764719875,1200875
278,285,27633803562166,7168333
279,286,27633834653583,4075083
280,287,27633874942333,11876667
281,288,27633918907541,22084583
282,290,27633963871916,515375
283,290,27633968762125,5405584
284,291,27634008666041,12211708
285,292,27634052141875,22071584
286,294,27634096979458,248042
287,294,27634101873875,5142459
288,295,27634141904375,12059959
289,296,27634186123541,22641000
290,298,27634230898625,814167
291,298,27634235880333,5795875
292,299,27634275752208,12523000
293,300,27634319968625,23163042
294,302,27634364670958,1252333
295,302,27634369641500,6222875
296,303,27634409210000,12483167
297,304,27634453475750,23366709
298,306,27634498351666,1583291
299,306,27634503404666,6636291
300,307,27634542832125,12782042
301,308,27634586931083,23501250
302,310,27634631881375,1799875
303,310,27634636911833,6830333
304,311,27634676370250,13450459
305,312,27634719967125,23201625
306,314,27634764729250,1300959
307,314,27634769749458,6321167
308,315,27634808762541,12036333
309,316,27634852868750,22753334
310,318,27634897723833,992375
311,318,27634924188000,27456542
312,319,27634949548958,19242708
313,319,27634954473375,24167125
314,321,27634998269250,1556834
315,322,27635038446458,8369208
316,323,27635083362541,20698791
317,324,27635113671000,16821750
318,325,27635153040208,22954583
319,327,27635198171333,1464292
320,327,27635203139916,6432875
321,328,27635242912750,12852750
322,329,27635287161583,23713167
323,331,27635331630875,1537875
324,331,27635358153916,28060916
325,332,27635363109166,722333
326,333,27635402686250,6861709
327,334,27635447514708,17327042
328,335,27635492545625,29038625
329,337,27635537011625,6936042
330,338,27635581945083,18259208
331,339,27635625300000,28528334
332,341,27635669202583,6837125
333,342,27635714296250,18355292
334,343,27635758836291,28678916
335,345,27635803118625,6395834
336,346,27635848600750,18100792
337,348,27635901403750,4580792
338,348,27635906311791,9488833
339,349,27635945593333,16477708
340,350,27635990287708,27763833
341,352,27636033626208,4522042
342,352,27636038565333,9461167
343,353,27636077847333,15303458
344,354,27636122924958,26834083
345,356,27636167455125,4933459
346,356,27636172459750,9938084
347,357,27636211373875,15485792
348,358,27636256648083,27103250
349,359,27636288481875,25556542
350,360,27636326435666,30368958
351,361,27636331390083,2164208
352,362,27636370267875,7658542
353,363,27636415116166,19076958
354,364,27636459756500,30349667
355,366,27636503782083,7766917
356,367,27636548638083,19256500
357,368,27636593209250,30405250
358,370,27636637866583,8474125
359,371,27636682407291,19598916
360,372,27636725937875,29766334
361,374,27636769760208,7005417
362,375,27636814654416,18139458
363,376,27636859081000,29601292
364,378,27636901782458,5645458
365,379,27636932900708,3444083
366,380,27636972418333,9524750
367,381,27637016882416,20666833
368,382,27637047341166,17762500
369,383,27637086588833,23671292
370,385,27637131700625,2131042
371,385,27637136583875,7014292
372,386,27637176494541,13524000
373,387,27637207876458,12077125
374,388,27637246862000,17096667
375,389,27637291757750,28758000
376,391,27637334279500,4630959
377,392,27637377961250,14909792
378,393,27637422381583,25731083
379,395,27637466707083,3599750
380,395,27637492222833,29115500
381,396,27637497208916,869125
382,397,27637535995166,6267833
383,398,27637579863041,16716791
384,399,27637624518916,27798666
385,401,27637667798291,4678083
386,401,27637672777625,9657417
387,402,27637712047708,16008542
388,403,27637756764208,26880958
389,405,27637800808416,4309250
390,405,27637826217541,29718375
391,406,27637831132833,1305875
392,407,27637870605333,7372000
393,408,27637915481500,18887542
394,409,27637959574666,29565500
395,411,27638003763000,7160209
396,412,27638048853166,18858916
397,413,27638093586958,30199958
398,415,27638137807458,7837208
399,416,27638181734708,18275750
400,417,27638226426750,29662625
401,419,27638269761208,6404667
402,420,27638314211625,17233042
403,421,27638359000375,28864084
404,423,27638401702333,5458458
405,424,27638445597416,15961833
406,425,27638490303208,27246167
407,425,27638495195666,32138625
408,427,27638559449750,29793042
409,428,27638564374208,1415917
410,429,27638603072958,6729000
411,430,27638646816291,17068375
412,431,27638691020041,27851541
413,431,27638695972375,32803875
414,433,27638736118000,6363834
415,434,27638780180666,17113416
416,435,27638824871250,28398500
417,436,27638829813416,59458
418,437,27638868868708,5750958
419,438,27638913279125,16782959
420,439,27638957960333,28076958
421,439,27638962958583,33075208
422,441,27639007815083,11297125
423,442,27639046314041,16420166
424,443,27639091564041,28190916
425,443,27639096594125,33221000
426,445,27639140451375,10576000
427,446,27639180072958,16805250
428,447,27639225198041,28377166
429,449,27639277623875,14304875
430,449,27639282543041,19224041
431,450,27639325794583,29183750
432,452,27639370661875,7354250
433,453,27639410560208,13881125
434,454,27639454355583,24309083
435,454,27639459307875,29261375
436,456,27639499512083,2829583
437,457,27639544235250,14181584
438,458,27639588631958,25226042
439,458,27639593546083,30140167
440,460,27639633982500,4356667
441,461,27639664668041,1711666
442,462,27639703383000,7074875
443,463,27639747507916,17764500
444,464,27639792295958,29096875
445,465,27639797304125,973625
446,466,27639836739708,7025292
447,467,27639880734416,17601333
448,468,27639925600791,29116458
449,469,27639930581875,741500
450,470,27639970012541,6942000
451,471,27640013797833,17329083
452,472,27640057674125,27913250
453,472,27640062580833,32819958
454,474,27640102582083,6072625
455,475,27640146573083,16687833
456,476,27640191268125,28087667
457,477,27640217946291,21642041
458,478,27640243228458,13370625
459,478,27640248162500,18304667
460,479,27640291929875,28654584
461,481,27640330942375,1039500
462,482,27640375715458,12450875
463,483,27640406461000,9858125
464,484,27640445341333,15349583
465,485,27640489504000,26156375
466,485,27640494409041,31061416
467,487,27640534071541,4051541
468,488,27640578678708,15357042
469,489,27640623335166,26696625
470,489,27640628239291,31600750
471,491,27640667802750,4447750
472,492,27640699000416,2431000
473,493,27640738047916,7966208
474,494,27640782025291,18639125
475,495,27640827181583,30439458
476,496,27640832219541,2199916
477,497,27640870005041,6607958
478,498,27640914004125,17156750
479,499,27640958810875,28701084
480,500,27640963880458,376500
481,501,27641003424500,6695875
482,502,27641034412291,4042375
483,503,27641074225750,10811875
484,504,27641119253500,22513250
485,505,27641149540375,19341209
486,506,27641193132375,29765125
487,508,27641232512000,2416042
488,509,27641277739791,14378458
489,510,27641320014833,23314875
490,510,27641325319708,28619750
491,512,27641364389666,915625
492,513,27641417368541,20405958
493,513,27641422616916,25654333
494,515,27641466656166,3175583
495,516,27641505563916,8702250
496,517,27641550169375,19998542
497,518,27641595809125,32323375
498,519,27641601154666,4169625
499,520,27641641703916,11636000
500,521,27641687213125,23810792
501,522,27641718186500,21591042
502,523,27641762701250,32627250
503,525,27641801722166,4989041
504,526,27641844840750,14699125
505,527,27641888303208,24870125
506,527,27641893727708,30294625
507,529,27641933649250,3577125
508,530,27641978111000,14734375
509,531,27642022701875,25842625
510,531,27642027897958,31038708
511,533,27642069007958,5503417
512,534,27642123865458,27966125
513,534,27642128991500,33092167
514,536,27642171210625,7778750
515,537,27642219213125,22434459
516,539,27642264659333,1207667
517,540,27642311076750,14214167
518,541,27642355149458,24981833
519,542,27642382230500,19191084
520,542,27642395337000,32297584
521,544,27642436092500,5953209
522,545,27642479939041,16456208
523,546,27642526051416,29220000
524,547,27642531356041,1269208
525,548,27642570792916,7248708
526,549,27642616487875,19579750
527,551,27642663178041,343541
528,551,27642668579083,5744583
529,552,27642710232958,13450292
530,553,27642742276708,12120417
531,554,27642781463958,18047667
532,555,27642813543625,16661000
533,556,27642854585750,24314042
534,558,27642908469000,11553959
535,559,27642954170458,23986875
536,560,27642984664291,21195083
537,561,27643029369958,32534875
538,563,27643069977291,6489250
539,564,27643121666625,24907875
540,564,27643126833916,30075166
541,566,27643166520666,3044958
542,567,27643211707833,15314083
543,569,27643263874583,446958
544,569,27643269028916,5601291
545,570,27643308450500,11624625
546,571,27643353514041,23385000
547,572,27643396465166,32978000
548,574,27643442074833,12056292
549,575,27643487553958,24153167
550,577,27643531208333,1865375
551,578,27643584799083,21341792
552,579,27643611324416,14534000
553,580,27643642295000,12158209
554,581,27643681010416,17760416
555,583,27643733899916,3728791
556,583,27643739021833,8850708
557,584,27643779156916,15719583
558,585,27643810881875,14044209
559,586,27643850549541,20482750
560,588,27643902930916,6195708
561,588,27643929050708,32315500
562,589,27643933995708,3789833
563,590,27643972933708,9523375
564,591,27644004075666,7349625
565,592,27644043209041,13047750
566,593,27644087373875,23920750
567,595,27644131085791,989250
568,596,27644176433416,13008791
569,597,27644221105125,24348250
570,599,27644264131791,761666
571,600,27644309342708,12588875
572,601,27644354598208,24525792
573,603,27644405736333,8937875
574,604,27644458159708,28085667
575,604,27644463087750,33013709
576,606,27644502792625,5956459
577,607,27644556543500,26321375
578,608,27644582522291,19265458
579,608,27644587393875,24137042
580,610,27644653869166,23883000
581,610,27644658662833,28676667
582,612,27644697719333,1398000
583,612,27644729279208,32957875
584,614,27644769433500,6055709
585,615,27644800703875,3973625
586,616,27644839501291,9709500
587,617,27644883946625,20519042
588,618,27644915369208,18671375
589,619,27644955458708,26004167
590,621,27644998438750,1641125
591,621,27645029375375,32577750
592,623,27645069563791,6099416
593,624,27645112696083,16434000
594,626,27645164875666,1403458
595,626,27645191163291,27691083
596,626,27645195999750,32527542
597,628,27645234718833,4604958
598,629,27645278211500,14780500
599,631,27645330869833,807458
600,631,27645357069750,27007375
601,631,27645361872958,31810583
602,633,27645401584958,4821208
603,634,27645446747250,16710042
604,635,27645490464083,27010708
605,635,27645495377250,31923875
606,637,27645535651708,5610417
607,638,27645580719833,17319667
608,640,27645633685416,3620250
609,640,27645638553041,8487875
610,641,27645678498583,15286417
611,642,27645709103250,12854167
612,643,27645747644000,17682792
613,644,27645791608000,28225667
614,645,27645796614083,279542
615,646,27645836636458,6524708
616,647,27645880200416,16781291
617,648,27645911378458,14567458
618,649,27645951311416,21206416
619,650,27645982200875,18758500
620,651,27646022133333,25386333
621,653,27646065287083,1832417
622,654,27646109798208,13019625
623,655,27646140740750,10654209
624,656,27646180712833,17337167
625,657,27646211779208,15491083
626,658,27646251734208,21623208
627,659,27646296301291,32885500
628,660,27646301330666,4242750
629,661,27646340178708,10121375
630,662,27646385194291,21740958
631,664,27646430236458,210958
632,664,27646435241000,5215500
633,665,27646474042708,10644125
634,666,27646519213333,22468458
635,668,27646564014083,643500
636,668,27646568989333,5618750
637,669,27646608048041,11312291
638,670,27646653332000,23233584
639,672,27646696316000,111125
640,673,27646740398625,10295625
641,674,27646791905666,28511000
642,675,27646818364333,21635875
643,675,27646823209291,26480833
644,677,27646868171916,4387583
645,678,27646907129708,10397375
646,679,27646938149125,8031584
647,680,27646977069791,13668791
648,681,27647022185416,25451375
649,683,27647065880666,2475583
650,684,27647110831375,14094667
651,685,27647155585625,25503542
652,687,27647199685166,2940166
653,688,27647244367000,14296834
654,689,27647275598625,12201500
655,690,27647313257875,16503167
656,691,27647355791416,25562666
657,692,27647381852625,18265125
658,692,27647386807750,23220250
659,694,27647453175041,23048833
660,694,27647458087541,27961333
661,696,27647502673666,5972666
662,697,27647541681250,11607584
663,698,27647586931750,23483667
664,700,27647638702166,8624291
665,701,27647682686333,19217417
666,702,27647727569041,31255166
667,703,27647732537208,2556417
668,704,27647772553166,9130041
669,705,27647816972708,20233417
670,706,27647860683208,30482958
671,707,27647865711750,2283000
672,708,27647906189791,9469458
673,709,27647950312291,20247458
674,710,27647995180083,31693208
675,711,27648000182541,3182750
676,712,27648039195875,9163750
677,713,27648083833125,20970667
678,714,27648128586166,31764375
679,715,27648133519541,3499500
680,716,27648173621833,10258167
681,717,27648217490125,20697500
682,718,27648261913833,31841750
683,719,27648266963541,3188875
684,720,27648306266250,10379459
685,721,27648349857875,19747209
686,722,27648394754666,31343916
687,723,27648421573208,24824292
688,724,27648446564375,16512334
689,725,27648472829541,9423583
690,726,27648516395458,19661667
691,727,27648560470916,30260833
692,728,27648565464041,2123208
693,729,27648605027791,8289500
694,730,27648635016875,4884584
695,731,27648673734166,10336583
696,732,27648717905041,21831125
697,733,27648762402500,32628834
698,734,27648767475875,3688625
699,735,27648806314750,9573500
700,736,27648849963083,19875083
701,737,27648894145458,30731250
702,738,27648899152208,2396417
703,739,27648939588208,9522667
704,740,27648983737375,20359417
705,741,27649028087541,31358875
706,742,27649033089958,3020667
707,743,27649072939458,9534625
708,744,27649117500333,20716083
709,745,27649162614916,32557583
710,746,27649189058708,25434333
711,746,27649193930541,30306166
712,748,27649233338083,3249167
713,749,27649278492875,15115167
714,750,27649323829166,27100500
715,752,27649368065583,4641583
716,753,27649412832250,16132125
717,754,27649443743208,13716042
718,755,27649482672500,19196542
719,756,27649527717166,30911958
720,757,27649532717666,2723625
721,758,27649572408500,9049792
722,759,27649615774375,19006667
723,760,27649659622750,29509667
724,761,27649664594875,1212584
725,762,27649704475375,7785125
726,763,27649748503083,18899083
727,764,27649792677958,29334875
728,765,27649797649166,957833
729,766,27649837295291,7275750
730,767,27649882379583,18996042
731,768,27649926458250,29656834
732,769,27649931443750,1460834
733,770,27649971044541,7676666
734,771,27650014534125,17806500
735,772,27650058290791,28215750
736,773,27650084521000,21044209
737,773,27650089421875,25945084
738,775,27650134016250,3489000
739,776,27650174045416,10646041
740,777,27650218097125,21376084
741,778,27650262926125,32702084
742,779,27650289181958,25413875
743,779,27650294041833,30273750
744,781,27650332183708,2720625
745,782,27650375818833,12381125
746,783,27650420703583,23913917
747,785,27650464962125,2083625
748,785,27650469928291,7049791
749,786,27650508716041,11970791
750,787,27650553543833,23460167
751,789,27650598084041,1383083
752,789,27650603084166,6383208
753,790,27650642254708,12204875
754,791,27650687305416,23861250
755,793,27650732251333,2235583
756,793,27650737206041,7190291
757,794,27650775839958,12938208
758,795,27650820478500,23756584
759,797,27650865266083,1883042
760,797,27650870315166,6932125
761,798,27650909457083,12754792
762,799,27650954354083,24245333
763,801,27650998561750,1851375
764,801,27651003553958,6843583
765,802,27651042914416,12824125
766,803,27651087984250,24501000
767,805,27651140656166,10584083
768,805,27651145558125,15486042
769,806,27651183322000,19828959
770,807,27651228387125,31613500
771,808,27651233337916,3070541
772,809,27651272197416,8792791
773,810,27651302649291,5936166
774,811,27651341573458,11514042
775,812,27651386138333,22747500
776,814,27651430656583,632333
777,814,27651456482791,26458541
778,814,27651461326333,31302083
779,816,27651500513958,3792208
780,817,27651545378791,15321375
781,818,27651590684083,27288833
782,820,27651634608250,4547084
783,821,27651678655250,15246584
784,822,27651722555958,25758583
785,824,27651765596375,2723709
786,825,27651809547625,12794167
787,826,27651854128666,24024291
788,828,27651899329541,3327666
789,828,27651904314250,8312375
790,829,27651943528958,13447250
791,830,27651988668125,25258917
792,831,27652019545125,23381459
793,833,27652063770916,348916
794,834,27652102230625,5551875
795,835,27652133204666,3134000
796,836,27652172841000,9437542
797,837,27652202890583,6618208
798,838,27652241760000,11618375
799,839,27652285538791,22130500
800,841,27652330424708,359333
801,841,27652335427083,5361708
802,842,27652374319458,10925708
803,843,27652417700000,20899667
804,844,27652462613958,32383958
805,845,27652467602708,3925375
806,846,27652507327083,10616917
807,847,27652551746250,21676875
808,848,27652596444541,32849583
809,849,27652622952125,25781042
810,849,27652627898958,30727875
811,851,27652665852375,2456375
812,852,27652709823833,13068542
813,853,27652754954625,24861584
814,855,27652799253166,2556125
815,855,27652804208708,7511667
816,856,27652843170333,13115750
817,857,27652887971208,24575167
818,859,27652932649833,2624208
819,859,27652937657000,7631375
820,860,27652975900458,12416125
821,861,27653021002750,24192667
822,863,27653065918125,2567667
823,863,27653070942500,7592042
824,864,27653110180166,13465875
825,865,27653155278958,26070917
826,867,27653199567166,2828166
827,867,27653225857208,29118208
828,868,27653252296541,23203291
829,868,27653257168916,28075666
830,870,27653302065583,5753167
831,871,27653342202000,12961459
832,872,27653373281791,9874250
833,873,27653412974500,17033917
834,874,27653457550041,28264625
835,876,27653501471416,4766750
836,877,27653546547666,16445500
837,878,27653591333041,28676416
838,880,27653635186291,5121333
839,881,27653679975583,16617708
840,882,27653723555208,27486083
841,883,27653753604416,23446166
842,885,27653797878208,1891583
843,886,27653837601083,8206333
844,887,27653882071875,18689209
845,888,27653924231083,28115208
846,888,27653929217291,33101416
847,890,27653967859708,4477250
848,891,27654013050250,16275084
849,892,27654058064416,28509208
850,894,27654101937500,5222292
851,895,27654146954041,16892541
852,896,27654190684958,27791000
853,897,27654221146541,24252416
854,899,27654264907416,1481375
855,900,27654303614208,7356583
856,901,27654348483791,18409208
857,902,27654378705291,15807375
858,903,27654417347750,20566500
859,904,27654461266625,31444584
860,905,27654466261833,2942875
861,906,27654505657125,8963125
862,907,27654550245375,20155959
863,908,27654594184791,30772375
864,909,27654620388625,24049709
865,909,27654625269416,28930500
866,911,27654691082916,27652375
867,911,27654695952791,32522250
868,913,27654734880250,4790875
869,914,27654779411125,15994500
870,915,27654824490208,28199250
871,917,27654867612125,4257834
872,918,27654911384375,14667084
873,919,27654955016375,25170792
874,921,27654999489708,2808333
875,921,27655004469750,7788375
876,922,27655042216500,12162042
877,923,27655085766541,22343500
878,925,27655130379958,264417
879,925,27655135339875,5224334
880,926,27655175075125,11771834
881,927,27655206290500,10039542
882,928,27655244942875,14950250
883,930,27655297723333,945292
884,930,27655324034000,27255959
885,931,27655349133416,18944750
886,932,27655375374958,12076458
887,933,27655419116250,22404125
888,934,27655463412083,33257917
889,935,27655468346916,4907375
890,936,27655508212250,11535209
891,937,27655539712166,9629750
892,938,27655578633666,15261500
893,939,27655623333791,26567541
894,941,27655667187875,4699750
895,941,27655672111625,9623500
896,942,27655710622166,13881000
897,943,27655755891916,25821250
898,945,27655800130041,3414666
899,945,27655805155208,8439833
900,946,27655844389833,14830833
901,947,27655888962666,25533750
902,949,27655933381625,3322042
903,949,27655938425833,8366250
904,950,27655977370750,13891250
905,951,27656022054875,25333959
906,953,27656067257666,3881583
907,953,27656072279750,8903667
908,954,27656110841500,14108792
909,955,27656155456250,25384167
910,957,27656200445541,4000000
911,957,27656205474125,9028584
912,958,27656244261833,14200792
913,959,27656288882083,25449625
914,961,27656334550916,5094875
915,961,27656339587083,10131042
916,962,27656378357625,14958750
917,963,27656423170208,26379208
918,965,27656467564000,4178084
919,965,27656472586291,9200375
920,966,27656511592958,14858000
921,967,27656556593875,26464209
922,969,27656601203666,4486250
923,969,27656606220375,9502959
924,970,27656645164583,15108167
925,971,27656689777041,26334708
926,972,27656720866416,23626041
927,973,27656758882458,28739375
928,974,27656763964875,468500
929,975,27656802974625,6275417
930,976,27656847736125,18581334
931,977,27656891991375,29525417
932,979,27656936025000,6928792
933,980,27656980957916,18421791
934,981,27657025925458,30021667
935,983,27657069953166,7464375
936,984,27657114324125,18317000
937,985,27657159399583,30128583
938,987,27657202906083,7036292
939,988,27657247468458,18157708
940,989,27657291568583,28901125
941,991,27657334642166,5410833
942,992,27657378592083,15927500
943,993,27657421999208,25840750
944,994,27657453169625,23658834
945,995,27657493470375,30718209
946,997,27657538087375,8789750
947,998,27657582752208,20035042
948,999,27657613657375,17597750
949,1000,27657652473166,23071458
950,1002,27657696882833,830542
951,1002,27657701822041,5769750
952,1003,27657741769500,12310917
953,1004,27657772063500,9248834
954,1005,27657810909541,14805791
955,1006,27657855485666,25972125
956,1008,27657900073000,3952167
957,1008,27657925254083,29133250
958,1009,27657930229583,775833
959,1010,27657968777958,5965292
960,1011,27658012636791,16454791
961,1012,27658057260625,27420750
962,1014,27658101841541,5655375
963,1014,27658106787208,10601042
964,1015,27658145827791,16227791
965,1016,27658191116833,27960292
966,1018,27658235235916,5656625
967,1019,27658278955750,15973292
968,1020,27658324189166,27518416
969,1022,27658368141916,5184833
970,1022,27658373110375,10153292
971,1023,27658412320458,15958708
972,1024,27658457112000,27118667
973,1026,27658502195958,5826083
974,1026,27658507193208,10823333
975,1027,27658546622666,16894583
976,1028,27658590934458,27500708
977,1030,27658635284333,5554958
978,1030,27658640184708,10455333
979,1031,27658678946875,15828292
980,1032,27658723166750,26417667
981,1034,27658768260500,5119000
982,1034,27658773210958,10069458
983,1035,27658812406041,15903291
984,1036,27658857280000,27255500
985,1038,27658902473458,5944458
986,1038,27658907478125,10949125
987,1039,27658945075541,15192000
988,1040,27658976013541,12721291
989,1041,27659016535875,19908042
990,1043,27659068457291,5203916
991,1043,27659073428916,10175541
992,1044,27659112712166,16073000
993,1045,27659157678166,27372291
994,1047,27659202725250,6033084
995,1047,27659207719583,11027417
