pullSeqNo,producedFrameNumber,pullAtNs,latencyNs
70,69,27559489475291,4527833
71,70,27559523089708,4734083
72,71,27559556502250,3273000
73,72,27559589838375,3277417
74,73,27559623171666,3299083
75,74,27559656515791,3170916
76,75,27559689928166,3376583
77,76,27559723251875,3333084
78,77,27559756590750,3324417
79,78,27559789941583,3354667
80,79,27559822917333,4557375
81,80,27559856637083,4012833
82,81,27559889911333,3206583
83,82,27559923452541,3512083
84,83,27559956668416,3348250
85,84,27559991878875,6820000
86,85,27560023066000,4403917
87,86,27560056440375,4340917
88,87,27560090125125,5407334
89,88,27560123047750,4507875
90,89,27560156456291,4374750
91,90,27560190030875,5280625
92,91,27560223496833,3605250
93,92,27560256944916,3591666
94,93,27560290145583,3547333
95,94,27560323105333,4751833
96,95,27560356806958,4373583
97,96,27560390204708,4501625
98,97,27560423509500,3566750
99,98,27560456881458,3655125
100,99,27560490154333,3553292
101,100,27560523563125,3722334
102,101,27560556941500,3628292
103,102,27560590294708,3657958
104,103,27560623611458,3702458
105,104,27560656540041,4838458
106,105,27560690240458,4532542
107,106,27560723625791,3704125
108,107,27560757006458,3800208
109,108,27560790310833,3780375
110,109,27560823686000,3753125
111,110,27560857068125,3863292
112,111,27560890359875,3724250
113,112,27560923718666,3905750
114,113,27560956679041,4992958
115,114,27560990346541,4783250
116,115,27561023765833,3871458
117,116,27561057105375,3916792
118,117,27561090477916,4065708
119,118,27561123840666,4003875
120,119,27561157114291,3880250
121,120,27561190423833,4436083
122,121,27561223473708,5420417
123,122,27561257173166,4927416
124,123,27561290586333,4017542
125,124,27561323891625,4023334
126,125,27561357267166,4070166
127,126,27561390200916,5216291
128,127,27561424020666,5245875
129,128,27561456925958,5246583
130,129,27561490659250,4093167
131,130,27561523982750,4037542
132,131,27561557316666,4083916
133,132,27561590655916,4067666
134,133,27561623615875,5246917
135,134,27561657271000,5299250
136,135,27561690730541,4129625
137,136,27561723623458,4695917
138,137,27561757391958,4052708
139,138,27561790823208,4215417
140,139,27561824115041,4212166
141,140,27561857100000,5366959
142,141,27561890764916,6294125
143,142,27561924121041,4216125
144,143,27561957524291,4245500
145,144,27561990804750,4284834
146,145,27562024150000,4306459
147,146,27562057137500,5452667
148,147,27562090850458,6080458
149,148,27562123818458,3893125
150,149,27562157596916,4413375
151,150,27562190542666,4533958
152,151,27562223893541,4031750
153,152,27562257157708,4953083
154,153,27562290938916,4377625
155,154,27562324348250,5507084
156,155,27562357644041,6778916
157,156,27562391014083,5485333
158,157,27562424366375,5394292
159,158,27562457271708,5579458
160,159,27562490914791,5906125
161,160,27562524389333,4513750
162,161,27562557731458,4536000
163,162,27562591097875,4517917
164,163,27562624483625,4576625
165,164,27562657357500,5659500
166,165,27562691059875,6066459
167,166,27562724473000,4551459
168,167,27562757793208,4590667
169,168,27562791207291,4567166
170,169,27562824530083,5446042
171,170,27562857729416,5522125
172,171,27562891260583,5625750
173,172,27562924133291,6709041
174,173,27562957824416,7014958
175,174,27562991221708,5606042
176,175,27563024574875,5633959
177,176,27563057972500,5586042
178,177,27563091333125,5656709
179,178,27563124276333,6665917
180,179,27563157953000,7063375
181,180,27563191310541,5515125
182,181,27563224648708,5567042
183,182,27563258057250,5605584
184,183,27563291347208,6958500
185,184,27563324309625,6658125
186,185,27563358044250,7086792
187,186,27563391112250,5278084
188,187,27563424733791,5545958
189,188,27563458115000,5579500
190,189,27563491423541,5532666
191,190,27563524784000,5629834
192,191,27563558141875,5588292
193,192,27563591408958,5557542
194,193,27563624449625,6728834
195,194,27563658157125,7095250
196,195,27563691351416,5455916
197,196,27563724847416,5612875
198,197,27563758123375,5344834
199,198,27563791571041,5595958
200,199,27563824927125,5672750
201,200,27563857813541,6653833
202,201,27563891583166,7077333
203,202,27563924957291,5453416
204,203,27563958264500,5454292
205,204,27563991645000,5529834
206,205,27564024977791,5565416
207,206,27564058327208,5642917
208,207,27564091330666,6692666
209,208,27564125170541,7220333
210,209,27564158383375,5560667
211,210,27564191738958,6083292
212,211,27564225109000,5661084
213,212,27564258502375,5623375
214,213,27564291813875,5638292
215,214,27564324766208,6737167
216,215,27564358439375,7181584
217,216,27564391794500,5542042
218,217,27564425158750,5664042
219,218,27564458582916,5694375
220,219,27564491832375,5608334
221,220,27564525200666,5638083
222,221,27564558561333,5591792
223,222,27564591916541,5641250
224,223,27564624824125,6694500
225,224,27564658562916,7538666
226,225,27564691903541,5550583
227,226,27564725268625,5547625
228,227,27564758647083,5637125
229,228,27564791979041,5627416
230,229,27564824997000,6764834
231,230,27564858664708,7060042
232,231,27564892059000,5565625
233,232,27564925380708,5580542
234,233,27564958681750,5531000
235,234,27564992033916,5543083
236,235,27565025372500,5529250
237,236,27565058376500,6726209
238,237,27565092186458,7224917
239,238,27565125399750,5500917
240,239,27565158776875,5593417
241,240,27565192141625,6019917
242,241,27565225495666,5545375
243,242,27565258811500,5594250
244,243,27565292173208,5642417
245,244,27565325529541,6001291
246,245,27565358504583,7125083
247,246,27565392114291,7496583
248,247,27565425349541,5776791
249,248,27565458952625,6150500
250,249,27565492304583,6013583
251,250,27565525613625,6110084
252,251,27565559000083,6214000
253,252,27565591885250,7042542
254,253,27565625618041,8047458
255,254,27565658876750,5927375
256,255,27565692331375,6051834
257,256,27565725688791,6039458
258,257,27565759061083,6100958
259,258,27565792305666,5976291
260,259,27565825361458,7059042
261,260,27565859024291,7559666
262,261,27565892468708,6067917
263,262,27565925767250,5977750
264,263,27565959110000,6067167
265,264,27565992451708,6017167
266,265,27566025473666,7150791
267,266,27566059157625,7605334
268,267,27566092505750,5993292
269,268,27566125873000,6014542
270,269,27566159249458,5962000
271,270,27566192531708,6515583
272,271,27566225882291,6830250
273,272,27566259278375,6143875
274,273,27566292651333,6166417
275,274,27566325925541,7450250
276,275,27566359325541,6136958
277,276,27566392665500,6113125
278,277,27566425968416,5941125
279,278,27566458923041,7076916
280,279,27566492666916,7600000
281,280,27566525998625,5962834
282,281,27566559352000,5976167
283,282,27566592733916,6452458
284,283,27566626079083,6508292
285,284,27566659447833,6339292
286,285,27566692755750,6375209
287,286,27566726204791,6506875
288,287,27566759047000,7235959
289,288,27566792774791,8062416
290,289,27566826127166,6389250
291,290,27566859507791,6524250
292,291,27566892902625,6560834
293,292,27566925769375,5921125
294,293,27566959135791,7362000
295,294,27566992773333,8088833
296,295,27567026264875,6605834
297,296,27567059557666,6405208
298,297,27567092936750,6541917
299,298,27567126300458,6389375
300,299,27567159606125,6391959
301,300,27567192535666,7284250
302,301,27567225834125,7685667
303,302,27567259687708,6447375
304,303,27567293057333,6417625
305,304,27567326453625,6509792
306,305,27567359652416,6326958
307,306,27567392973250,6289084
308,307,27567426006916,7337291
309,308,27567459612500,8051667
310,309,27567493056583,6205583
311,310,27567526396333,6509125
312,311,27567559732333,6507792
313,312,27567593113875,6313792
314,313,27567626436541,6539875
315,314,27567659782958,6377208
316,315,27567692718000,7073334
317,316,27567726422333,8001375
318,317,27567759894166,6512458
319,318,27567793258500,6543709
320,319,27567826063750,7440125
321,320,27567859390708,7463958
322,321,27567893252291,8416916
323,322,27567926598250,6398292
324,323,27567959917583,6573667
325,324,27567993275416,6490208
326,325,27568026602750,6588167
327,326,27568060033416,6647458
328,327,27568093266625,6512584
329,328,27568126642958,6396625
330,329,27568159703375,7806875
331,330,27568193280458,8373917
332,331,27568226712208,6501750
333,332,27568260050833,6641500
334,333,27568293387291,6684041
335,334,27568326822750,6704750
336,335,27568360183250,6916834
337,336,27568393042958,7444083
338,337,27568426696666,8215833
339,338,27568460161958,6668958
340,339,27568493470291,6789500
341,340,27568526853250,6788375
342,341,27568560221458,6786208
343,342,27568593518458,6730042
344,343,27568626466625,7583709
345,344,27568660109375,8281250
346,345,27568693548541,6775208
347,346,27568726902041,6976291
348,347,27568760250583,6898667
349,348,27568793517583,6884625
350,349,27568826541875,7610042
351,350,27568860233291,8391125
352,351,27568893616458,6915583
353,352,27568926979416,6847375
354,353,27568960297291,6976750
355,354,27568993659500,6964875
356,355,27569027022791,7021291
357,356,27569059974458,7605958
358,357,27569093735666,8600666
359,358,27569127058041,7030041
360,359,27569160322375,9066417
361,360,27569184988416,780000
362,362,27569260021375,8948125
363,363,27569284965208,1110792
364,364,27569326821208,7436167
365,365,27569360463416,7010625
366,366,27569393825500,7842917
367,367,27569441692583,21637958
368,368,27569464417250,12326917
369,369,27569498673916,12808708
370,370,27569526898083,7711708
371,371,27569560593875,8010750
372,372,27569593639833,7480333
373,373,27569627228416,7666000
374,374,27569660675083,7543042
375,375,27569701689125,14559000
376,376,27569727311250,7157125
377,377,27569760628458,7409000
378,378,27569793997791,7274375
379,379,27569819199125,1691625
380,380,27569860636125,7057917
381,381,27569893644666,7744291
382,382,27569927347875,7680042
383,383,27569960717333,7213792
384,384,27569985251541,648291
385,385,27570027365583,7281083
386,386,27570060733750,8869584
387,387,27570093721666,8883791
388,388,27570118670458,630333
389,389,27570160806375,7232417
390,390,27570185425833,1849083
391,391,27570227430041,8243583
392,392,27570260342916,7747208
393,393,27570293740541,7704250
394,394,27570327501083,7268417
395,395,27570360701083,7304667
396,396,27570394046333,7183708
397,397,27570427539625,7445375
398,398,27570460987125,7419292
399,399,27570494245125,9052084
400,400,27570527614583,7476958
401,401,27570560879541,7614250
402,402,27570594362541,7657250
403,403,27570627291250,7374292
404,404,27570661055416,7603083
405,405,27570694380083,7501250
406,406,27570727723416,7709166
407,407,27570761038166,7583125
408,408,27570794399916,8612041
409,409,27570827702875,7942417
410,410,27570861157625,7847250
411,411,27570894281750,7553667
412,412,27570927802500,7753625
413,413,27570961163916,7851500
414,414,27570994473416,7834500
415,415,27571027770791,7837208
416,416,27571061185625,7840709
417,417,27571094493833,7836208
418,418,27571127829708,7762042
419,419,27571152456666,714833
420,420,27571194488666,8248208
421,421,27571219198041,1028708
422,422,27571261219458,7812625
423,423,27571285743000,1076167
424,424,27571327958875,7821167
425,425,27571361336541,7789166
426,426,27571394568166,8245291
427,427,27571427611291,8508791
428,428,27571452566083,1497667
429,429,27571494796833,9888917
430,430,27571519309083,1275167
431,431,27571561363208,8123667
432,432,27571594579375,7865542
433,433,27571628086166,8161291
434,434,27571661408416,7976583
435,435,27571704451875,18193417
436,436,27571722559958,3981208
437,437,27571761341208,8619667
438,438,27571794906250,7845625
439,439,27571828119000,8216667
440,440,27571852810125,1051167
441,441,27571894778041,8224041
442,442,27571928267125,8194292
443,443,27571965170166,12173541
444,444,27571986203166,1813166
445,445,27572028174000,8110584
446,446,27572061636583,8670292
447,447,27572086132875,1151167
448,448,27572128228875,8103334
449,449,27572152896208,1421500
450,450,27572194566541,8406666
451,451,27572219563041,1198750
452,452,27572261635041,8232333
453,453,27572286262083,1321917
454,454,27572328372750,8180417
455,455,27572353000208,1821167
456,456,27572395012333,8260958
457,457,27572419619750,1664292
458,458,27572461691458,8127333
459,459,27572495018416,8529875
460,460,27572519803000,1709625
461,461,27572561345458,7964000
462,462,27572594979791,8461500
463,463,27572628491291,8407375
464,464,27572661434125,8074000
465,465,27572695217333,8409833
466,466,27572728502875,8566042
467,467,27572753277500,1214834
468,468,27572794965708,8249917
469,469,27572828526750,8475042
470,470,27572861826000,8520334
471,471,27572895328208,8624542
472,472,27572928587125,8670834
473,473,27572953620250,1146917
474,474,27572995330625,8877792
475,475,27573028729625,8742292
476,476,27573061956666,8703666
477,477,27573095372333,8811208
478,478,27573128696666,8754000
479,479,27573162050708,8617375
480,480,27573195373166,9289166
481,481,27573228726750,8836667
482,482,27573262108416,8718166
483,483,27573295397166,8849958
484,484,27573328707750,8529292
485,485,27573362124083,8670417
486,486,27573395476541,8635666
487,487,27573428803875,8655584
488,488,27573453368000,1723584
489,489,27573495475333,8685208
490,490,27573520064916,2012333
491,491,27573561784625,8518042
492,492,27573586874708,2171458
493,493,27573628936666,8957791
494,494,27573661870541,8471625
495,495,27573695614208,8860458
496,496,27573728951291,8911875
497,497,27573762296833,8912750
498,498,27573795624916,8921125
499,499,27573828911791,8993291
500,500,27573862328583,9048917
501,501,27573895695208,9019458
502,502,27573929039541,9043000
503,503,27573962257666,8777375
504,504,27573987041791,2093666
505,505,27574029012250,8926500
506,506,27574062477666,9041666
507,507,27574095717041,9065250
508,508,27574129157375,9247959
509,509,27574162009750,8770459
510,510,27574187099208,2712292
511,511,27574229066666,9114958
512,512,27574262544625,9313875
513,513,27574295609458,8982625
514,514,27574329227041,9345750
515,515,27574362234250,8952750
516,516,27574387147125,2215750
517,517,27574429204333,9133125
518,518,27574462544625,9314917
519,519,27574495812166,9179250
520,520,27574529268250,9386417
521,521,27574562641458,9375958
522,522,27574595969875,9395834
523,523,27574629357750,9434875
524,524,27574653978583,724792
525,525,27574695949875,9278250
526,526,27574721149583,1354917
527,527,27574762647500,9287917
528,528,27574787880333,1358292
529,529,27574821161458,1285042
530,530,27574854430708,1295000
531,531,27574887852375,1296834
532,532,27574929399583,9388875
533,533,27574962828208,9512583
534,534,27574987391625,2758584
535,535,27575021247541,1328416
536,536,27575054536208,1372792
537,537,27575088087000,1438292
538,538,27575121226416,1341666
539,539,27575162846750,9374959
540,540,27575187887833,1985208
541,541,27575221367625,1574167
542,542,27575254657791,1439583
543,543,27575287966458,1352625
544,544,27575320850125,2513834
545,545,27575354643875,1574417
546,546,27575387943333,1425875
547,547,27575421158958,1239375
548,548,27575454659166,1414583
549,549,27575488011500,1536375
550,550,27575520956416,2684000
551,551,27575554888666,1673041
552,552,27575587999000,1431167
553,553,27575621446083,1588583
554,554,27575654773416,1531041
555,555,27575688129958,1571208
556,556,27575721407333,1623208
557,557,27575754365750,2733417
558,558,27575788168625,1627000
559,559,27575821570750,1671000
560,560,27575854809333,1617458
561,561,27575888220958,1522750
562,562,27575921693000,1699792
563,563,27575954896791,1617125
564,564,27575987735583,1228042
565,565,27576021583541,1717666
566,566,27576054931083,1723958
567,567,27576088224166,1706791
568,568,27576121538250,1740250
569,569,27576155034000,1770042
570,570,27576188250208,2351875
571,571,27576221207208,2793167
572,572,27576254905541,1896125
573,573,27576288284500,1701875
574,574,27576321574041,1776250
575,575,27576354983166,1899750
576,576,27576388355583,1892708
577,577,27576421279833,2837167
578,578,27576454660291,2943708
579,579,27576488387875,2668375
580,580,27576521789750,1863209
581,581,27576555031208,1832375
582,582,27576588358291,1796333
583,583,27576621724166,1868666
584,584,27576655040041,1749750
585,585,27576688053000,3056375
586,586,27576721546791,1694791
587,587,27576755161625,1965709
588,588,27576788466958,1901708
589,589,27576821455416,2995625
590,590,27576855140500,2509292
591,591,27576888587708,1995958
592,592,27576921872125,1969167
593,593,27576955260708,2023333
594,594,27576988515541,1912583
595,595,27577021964791,2016166
596,596,27577055203833,1995333
597,597,27577088585458,1904083
598,598,27577121573791,3262500
599,599,27577155290958,2129875
600,600,27577188645375,2629250
601,601,27577221597083,1599042
602,602,27577255359791,2102458
603,603,27577288311500,2966750
604,604,27577321705875,2064917
605,605,27577355413708,2204000
606,606,27577388289750,2940959
607,607,27577422091541,2269541
608,608,27577455460416,2229416
609,609,27577488838583,2312458
610,610,27577522169000,2380917
611,611,27577555504125,2280750
612,612,27577588859291,2252291
613,613,27577621781125,3491250
614,614,27577655504375,2388917
615,615,27577688855458,2184625
616,616,27577722250625,2494917
617,617,27577755606791,2331708
618,618,27577788683666,2178375
619,619,27577821914458,3595208
620,620,27577855612750,2432334
621,621,27577888966583,2399625
622,622,27577922329666,2437958
623,623,27577955590375,2081334
624,624,27577988846458,3399167
625,625,27578022273250,3031667
626,626,27578055240958,3592375
627,627,27578089047791,2697000
628,628,27578122337791,2521041
629,629,27578155747666,2473791
630,630,27578189011666,2968375
631,631,27578222437958,2509917
632,632,27578255801208,2561917
633,633,27578288690875,3652709
634,634,27578322431833,3929750
635,635,27578355769041,2561041
636,636,27578389206916,2676916
637,637,27578422550041,2547750
638,638,27578455915625,2677250
639,639,27578489223166,2660666
640,640,27578522592875,2676709
641,641,27578555922875,2680500
642,642,27578588878500,3857584
643,643,27578622570083,3109292
644,644,27578655941916,2669333
645,645,27578689268708,2704583
646,646,27578722698375,2852625
647,647,27578755955708,2765417
648,648,27578789294500,2842334
649,649,27578822648291,2945000
650,650,27578855646458,3946042
651,651,27578889433250,3474292
652,652,27578922723958,2907833
653,653,27578956042708,2797125
654,654,27578989379875,2767917
655,655,27579022769208,2845917
656,656,27579056103708,2821708
657,657,27579089384208,2769583
658,658,27579122402750,4016209
659,659,27579156090208,3239917
660,660,27579189530625,3494709
661,661,27579222867958,2935708
662,662,27579256208458,2975708
663,663,27579289504250,2860084
664,664,27579322501333,4187708
665,665,27579356222541,3393500
666,666,27579389670708,3107542
667,667,27579422927458,2938125
668,668,27579456326333,3079542
669,669,27579489663083,3108917
670,670,27579522949208,3124750
671,671,27579556290458,3062917
672,672,27579589702291,3145333
673,673,27579622946208,3071250
674,674,27579656362375,3258667
675,675,27579689318708,4262042
676,676,27579723071125,3796125
677,677,27579756378375,3183292
678,678,27579789763458,3257625
679,679,27579823097750,3295792
680,680,27579856434875,3201042
681,681,27579889859750,3369709
682,682,27579922888166,4553458
683,683,27579956387916,4644458
684,684,27579989846083,3246792
685,685,27580023161791,3260166
686,686,27580056506541,3297916
687,687,27580089856208,3237417
688,688,27580123213958,3268250
689,689,27580156540208,3241708
690,690,27580189465875,4907000
691,691,27580223245333,4038708
692,692,27580256623291,3411041
693,693,27580290009875,3411459
694,694,27580323263750,3411917
695,695,27580356695583,3439875
696,696,27580390003750,3427834
697,697,27580422988458,4595167
698,698,27580456799666,4294416
699,699,27580490008041,3541041
700,700,27580523391375,3499709
701,701,27580556712750,3389667
702,702,27580590063333,3543500
703,703,27580623385750,3391542
704,704,27580656369625,4671250
705,705,27580690037666,4363708
706,706,27580723518791,3662583
707,707,27580756750166,3555833
708,708,27580790172250,3574917
709,709,27580823540208,3600875
710,710,27580856834000,3618250
711,711,27580890241666,3721666
712,712,27580923618375,5442542
713,713,27580956556750,4859167
714,714,27580990232958,4660667
715,715,27581023583916,3738125
716,716,27581056957791,3740750
717,717,27581090290791,3748625
718,718,27581123609750,3771750
719,719,27581156955166,3732791
720,720,27581189832958,5444708
721,721,27581223662666,6198791
722,722,27581257035333,3822542
723,723,27581290277625,5064667
724,724,27581323698500,4289875
725,725,27581357048666,3827250
726,726,27581390432000,3910875
727,727,27581423346791,5042291
728,728,27581457096916,5040500
729,729,27581490390791,3874958
730,730,27581523781083,3919500
731,731,27581557146916,3924416
732,732,27581590468666,3966375
733,733,27581623787750,3963750
734,734,27581657122083,3911792
735,735,27581690116750,5092375
736,736,27581723843458,5526083
737,737,27581757241000,3957792
738,738,27581790543500,3989584
739,739,27581823895708,4006458
740,740,27581857249791,4033125
741,741,27581890597708,4020458
742,742,27581923525458,5094125
743,743,27581957279458,5623333
744,744,27581990589750,4100334
745,745,27582024220916,4382458
746,746,27582057372833,4092167
747,747,27582090701625,4127375
748,748,27582124032375,4188125
749,749,27582157404833,4211500
750,750,27582190709375,4778750
751,751,27582223656583,5198708
752,752,27582257430666,5796375
753,753,27582290753250,4205667
754,754,27582324099333,4189167
755,755,27582357522083,4356375
756,756,27582390831458,4303125
757,757,27582423985083,4075042
758,758,27582457037916,5450375
759,759,27582490768666,5682375
760,760,27582524179708,4311167
761,761,27582557627541,4375125
762,762,27582590874875,4362875
763,763,27582624280208,4339000
764,764,27582657572041,4324166
765,765,27582690928500,4359250
766,766,27582723871416,5558458
767,767,27582757598625,5958917
768,768,27582790977625,4425750
769,769,27582824328625,4467417
770,770,27582857630916,4457125
771,771,27582890995375,4516334
772,772,27582923939500,5597292
773,773,27582957786791,6174958
774,774,27582990986000,4499709
775,775,27583024419791,4636625
776,776,27583057739750,4550667
777,777,27583091026583,4600375
778,778,27583124425500,4599417
779,779,27583157377166,5722000
780,780,27583191120458,7090792
781,781,27583224444250,5500750
782,782,27583257849458,5541500
783,783,27583291207708,5600667
784,784,27583324521916,5560000
785,785,27583357506666,6735916
786,786,27583391172625,7077834
787,787,27583424538500,5508834
788,788,27583457900916,5452958
789,789,27583491268375,5580125
790,790,27583524630375,5600250
791,791,27583557916083,5543125
792,792,27583590914916,6750416
793,793,27583624644416,7112208
794,794,27583657978500,5622834
795,795,27583691365291,5622625
796,796,27583724736250,5654459
797,797,27583758017125,5603959
798,798,27583791318208,5542125
799,799,27583824700458,5575208
800,800,27583857663333,6684292
801,801,27583891396291,7030541
802,802,27583924808375,5571250
803,803,27583958146833,5568542
804,804,27583991465750,5495250
805,805,27584024804041,5538166
806,806,27584057776375,6705584
807,807,27584091504750,7126667
808,808,27584124888541,5487083
809,809,27584158188333,5464417
810,810,27584191536708,5404000
811,811,27584224897333,5495042
812,812,27584258216458,5542000
813,813,27584291596041,6928458
814,814,27584324586541,6760666
815,815,27584358203666,7125000
816,816,27584391605958,5560625
817,817,27584424979666,5615791
818,818,27584458308125,5544625
819,819,27584491642666,5560875
820,820,27584524784500,5217042
821,821,27584558333250,5529209
822,822,27584591697083,5431042
823,823,27584625053708,5572333
824,824,27584658399041,5499291
825,825,27584691286166,6499250
826,826,27584725008958,7004292
827,827,27584758474666,5604166
828,828,27584791770458,5473167
829,829,27584825108125,5551334
830,830,27584858475000,5547125
831,831,27584891460666,6739333
832,832,27584925189541,7097541
833,833,27584958512458,5509250
834,834,27584991830666,5562000
835,835,27585025170208,5505250
836,836,27585058630125,5601834
837,837,27585091852375,5489375
838,838,27585124866583,6757000
839,839,27585158532291,7010625
840,840,27585191903916,5926125
841,841,27585225280291,5506833
842,842,27585258631250,5413792
843,843,27585291975708,5564625
844,844,27585325335750,5555750
845,845,27585358602416,5549875
846,846,27585391627875,6713709
847,847,27585425405791,7117083
848,848,27585458773875,7280250
849,849,27585492071958,5496125
850,850,27585525329541,5520208
851,851,27585558737833,5439000
852,852,27585592117583,5516083
853,853,27585625450583,5664750
854,854,27585658405666,6734416
855,855,27585692074750,7028042
856,856,27585725501666,5844041
857,857,27585758866583,6046333
858,858,27585792209041,5939250
859,859,27585825150291,6982458
860,860,27585858824291,7484541
861,861,27585892216083,5930708
862,862,27585925567500,5930584
863,863,27585958957708,6048292
864,864,27585992289000,6045417
865,865,27586025240416,6956625
866,866,27586058512166,7747500
867,867,27586114639791,30603583
868,868,27586125303416,8390041
869,869,27586158527125,8194250
870,870,27586192369291,6190166
871,871,27586225823208,7362542
872,872,27586258882958,5748625
873,873,27586292405875,5620750
874,874,27586329997333,10818542
875,875,27586363292333,11701292
876,876,27586391957458,6431375
877,877,27586425721458,5717750
878,878,27586458960375,5865375
879,879,27586492421541,5931416
880,880,27586525858333,5842833
881,881,27586567023208,13583875
882,882,27586592157750,7743334
883,883,27586625877041,5585541
884,884,27586659193750,6860709
885,885,27586692377208,5500458
886,886,27586725875833,5732250
887,887,27586759179666,7842375
888,888,27586792524125,6059459
889,889,27586825960041,7966916
890,890,27586859264041,7110375
891,891,27586892619958,5773125
892,892,27586925997958,5894208
893,893,27586959155458,7780500
894,894,27586992680083,8251000
895,895,27587026027041,6296291
896,896,27587059410791,6328333
897,897,27587092732083,6376667
898,898,27587125814500,6042875
899,899,27587158983583,8293417
900,900,27587192858000,6611459
901,901,27587225769625,5879834
902,902,27587259218208,6221958
903,903,27587292825625,8011667
904,904,27587325808083,6061417
905,905,27587359511500,6324000
906,906,27587392843708,7100125
907,907,27587426225791,6502583
908,908,27587459510541,6243083
909,909,27587492878958,6360125
910,910,27587526293875,6598834
911,911,27587559416708,6370917
912,912,27587592946041,6593458
913,913,27587626283833,6499958
914,914,27587659523916,6308000
915,915,27587692961916,6274041
916,916,27587726295083,6325083
917,917,27587759636916,6412916
918,918,27587792933375,6420834
919,919,27587826358666,6483250
920,920,27587859679041,6405791
921,921,27587893079750,6412459
922,922,27587926367958,6154000
923,923,27587959759875,6333334
924,924,27587993138541,6206958
925,925,27588026410333,8101458
926,926,27588059774166,6474875
927,927,27588093129750,8206042
928,928,27588126425458,6377958
929,929,27588159892041,8224625
930,930,27588193080583,6834292
931,931,27588226469625,6409459
932,932,27588259823166,6475666
933,933,27588293209416,6318166
934,934,27588326537583,6500125
935,935,27588359817791,6325875
936,936,27588393240166,6485708
937,937,27588426601750,6462042
938,938,27588460043416,6648625
939,939,27588492914333,7742917
940,940,27588526566958,8167083
941,941,27588559965666,6568583
942,942,27588593284208,6571458
943,943,27588626654166,6695375
944,944,27588660094416,6597375
945,945,27588692973250,7607959
946,946,27588726460333,7974250
947,947,27588759797625,7682667
948,948,27588796829625,11409292
949,949,27588827066458,8468417
950,950,27588860482333,8689125
951,951,27588893940958,8482125
952,952,27588927257750,8391792
953,953,27588960608666,8468291
954,954,27588993923041,8440416
955,955,27589027305708,8598458
956,956,27589060325791,8282458
957,957,27589085606250,1641000
958,958,27589127259416,8350583
959,959,27589160447333,8178792
960,960,27589193876666,8701916
961,961,27589227253958,8488208
962,962,27589260021000,7872042
963,963,27589293271708,7789000
964,964,27589326474875,7918542
965,965,27589360289791,8455000
966,966,27589393688708,7011375
967,967,27589426922166,6740750
968,968,27589460360458,6863208
969,969,27589493675291,6917916
970,970,27589527040833,7093292
971,971,27589560403250,7082875
972,972,27589593723166,6882041
973,973,27589626986958,7061250
974,974,27589660042791,7710541
975,975,27589693739250,8585834
976,976,27589727131625,6889000
977,977,27589760924791,9308416
978,978,27589794009291,8766541
979,979,27589819289041,2207666
980,980,27589860663916,8452833
981,981,27589894251333,8656333
982,982,27589927610083,8802542
983,983,27589960960625,8751167
984,984,27589994336708,8863875
985,985,27590027683875,8906125
986,986,27590060751291,8663833
987,987,27590094347833,9329833
988,988,27590126845125,8137792
989,989,27590160341416,8163666
990,990,27590193599708,8631250
991,991,27590227301916,7232166
992,992,27590260694666,7347708
993,993,27590294000375,7371875
994,994,27590326981666,6971750
995,995,27590360719166,7393083
996,996,27590394118583,7285292
